sample_id,source_file,beam_layer,azimuth_deg,distance_m,velocity_mps,mat_path,target_present,raw_score,pred_range_index,pred_velocity_index,true_range_index,true_velocity_index,localization_ok,roi_quality,polarimetric_confidence
20260204_100802_beam1_az001,20260204_100802,1,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100802_beam1_az001.mat,0,0.0475233,1,1,-1,-1,False,0.23405384,0.0
20260204_100802_beam1_az010,20260204_100802,1,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100802_beam1_az010.mat,0,0.07558937,20,127,-1,-1,False,0.5414813,0.20345345
20260204_100802_beam1_az019,20260204_100802,1,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100802_beam1_az019.mat,0,0.05429973,1,0,-1,-1,False,0.2479026,0.0
20260204_100802_beam1_az028,20260204_100802,1,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100802_beam1_az028.mat,0,0.047999997,1,1,-1,-1,False,0.28283107,0.0
20260204_100802_beam1_az037,20260204_100802,1,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100802_beam1_az037.mat,0,0.08436677,49,59,-1,-1,False,0.6547598,0.25621977
20260204_100802_beam1_az046,20260204_100802,1,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100802_beam1_az046.mat,0,0.07090054,83,65,-1,-1,False,0.5164889,0.17733493
20260204_100802_beam1_az055,20260204_100802,1,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100802_beam1_az055.mat,0,0.04745621,64,66,-1,-1,False,0.4915844,0.05382148
20260204_100802_beam1_az064,20260204_100802,1,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100802_beam1_az064.mat,0,0.08984992,20,73,-1,-1,False,0.7175964,0.44674003
20260202_144425_beam1,20260202_144425,1,311.55,1980.0,-3.47,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144425_beam1.mat,1,0.705569,62,83,65,83,False,0.68868834,0.07634779
20260202_144425_beam2,20260202_144425,2,311.55,1980.0,-3.47,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144425_beam2.mat,1,0.9267569,67,82,65,83,True,0.71584713,0.1876203
20260202_144425_beam3,20260202_144425,3,311.55,2010.0,-3.47,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144425_beam3.mat,1,0.93395394,67,82,66,83,True,0.7245122,0.20132264
20260202_144425_beam4,20260202_144425,4,311.55,1980.0,-3.47,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144425_beam4.mat,1,0.9213264,67,82,65,83,True,0.7268273,0.17009766
20260202_144425_beam5,20260202_144425,5,311.55,2010.0,-3.47,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144425_beam5.mat,1,0.7424919,62,83,66,83,False,0.72996306,0.07275492
20260202_144433_beam1,20260202_144433,1,310.71,1950.0,-4.2,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144433_beam1.mat,1,0.8500478,62,88,64,87,True,0.6970973,0.10197691
20260202_144433_beam2,20260202_144433,2,310.71,1950.0,-4.2,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144433_beam2.mat,1,0.93243724,66,86,64,87,True,0.706955,0.2501779
20260202_144433_beam3,20260202_144433,3,310.71,1950.0,-4.2,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/UAV_IQ/IQ_Data/20260202_144433_beam3.mat,1,0.92058045,66,87,64,87,True,0.71653485,0.30441424
