sample_id,source_file,beam_layer,azimuth_deg,distance_m,velocity_mps,mat_path,target_present,raw_score,pred_range_index,pred_velocity_index,true_range_index,true_velocity_index,localization_ok,roi_quality,polarimetric_confidence
20260204_100826_beam1_az001,20260204_100826,1,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az001.mat,0,0.20193884,83,63,-1,-1,False,0.49254507,0.0973272
20260204_100826_beam1_az010,20260204_100826,1,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az010.mat,0,0.041205626,83,0,-1,-1,False,0.29874203,0.0
20260204_100826_beam1_az019,20260204_100826,1,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az019.mat,0,0.090427995,79,64,-1,-1,False,0.54674697,0.1805477
20260204_100826_beam1_az028,20260204_100826,1,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az028.mat,0,0.04808721,83,127,-1,-1,False,0.34370133,3.677508e-05
20260204_100826_beam1_az037,20260204_100826,1,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az037.mat,0,0.20659342,59,68,-1,-1,False,0.6800263,0.23291412
20260204_100826_beam1_az046,20260204_100826,1,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az046.mat,0,0.04850036,83,127,-1,-1,False,0.32397747,0.0
20260204_100826_beam1_az055,20260204_100826,1,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az055.mat,0,0.090326376,58,68,-1,-1,False,0.67645484,0.27412298
20260204_100826_beam1_az064,20260204_100826,1,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az064.mat,0,0.053834632,20,127,-1,-1,False,0.5217358,0.11105031
20260204_100826_beam1_az073,20260204_100826,1,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az073.mat,0,0.16744404,81,64,-1,-1,False,0.56320095,0.23355493
20260204_100826_beam1_az082,20260204_100826,1,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az082.mat,0,0.028866021,84,127,-1,-1,False,0.34739736,0.023534818
20260204_100826_beam1_az091,20260204_100826,1,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az091.mat,0,0.032881267,99,127,-1,-1,False,0.07835762,0.0
20260204_100826_beam1_az100,20260204_100826,1,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az100.mat,0,0.046437893,83,0,-1,-1,False,0.3573635,0.0
20260204_100826_beam1_az109,20260204_100826,1,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az109.mat,0,0.060188673,31,68,-1,-1,False,0.7063691,0.2744575
20260204_100826_beam1_az118,20260204_100826,1,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az118.mat,0,0.05143933,83,127,-1,-1,False,0.31999418,0.0
20260204_100826_beam1_az127,20260204_100826,1,127.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az127.mat,0,0.054224413,83,63,-1,-1,False,0.53395176,0.15352997
20260204_100826_beam1_az136,20260204_100826,1,136.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az136.mat,0,0.03793718,83,127,-1,-1,False,0.24323788,0.0
20260204_100826_beam1_az145,20260204_100826,1,145.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az145.mat,0,0.053407222,28,0,-1,-1,False,0.65585476,0.17028694
20260204_100826_beam1_az154,20260204_100826,1,154.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az154.mat,0,0.040970623,83,127,-1,-1,False,0.27316824,0.0
20260204_100826_beam1_az163,20260204_100826,1,163.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az163.mat,0,0.037738387,99,127,-1,-1,False,0.06896531,0.0
20260204_100826_beam1_az172,20260204_100826,1,172.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az172.mat,0,0.04442228,83,127,-1,-1,False,0.27235115,0.0
20260204_100826_beam1_az181,20260204_100826,1,181.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam1_az181.mat,0,0.28675318,65,68,-1,-1,False,0.6722802,0.28705737
20260204_100826_beam1_az190,20260204_100826,1,190.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100826_beam1_az190.mat,0,0.06333977,83,0,-1,-1,False,0.36227366,0.0
20260204_100826_beam1_az199,20260204_100826,1,199.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam1_az199.mat,0,0.24120888,72,64,-1,-1,False,0.691488,0.2416724
20260204_100826_beam2_az001,20260204_100826,2,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az001.mat,0,0.21302332,75,63,-1,-1,False,0.74817693,0.34667137
20260204_100826_beam2_az010,20260204_100826,2,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az010.mat,0,0.038333792,84,127,-1,-1,False,0.32518023,0.0
20260204_100826_beam2_az019,20260204_100826,2,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az019.mat,0,0.058392555,83,0,-1,-1,False,0.32435444,0.0
20260204_100826_beam2_az028,20260204_100826,2,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az028.mat,0,0.047100075,83,0,-1,-1,False,0.3572161,0.0
20260204_100826_beam2_az037,20260204_100826,2,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az037.mat,0,0.14101039,57,68,-1,-1,False,0.68001443,0.1837136
20260204_100826_beam2_az046,20260204_100826,2,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az046.mat,0,0.03142068,91,127,-1,-1,False,0.20581175,0.0
20260204_100826_beam2_az055,20260204_100826,2,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az055.mat,0,0.065392755,63,68,-1,-1,False,0.6337165,0.19493057
20260204_100826_beam2_az064,20260204_100826,2,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100826_beam2_az064.mat,0,0.027415881,20,127,-1,-1,False,0.48999998,0.05520604
20260204_100826_beam2_az073,20260204_100826,2,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100826_beam2_az073.mat,0,0.05519083,78,68,-1,-1,False,0.68461263,0.24184602
