fold,split,target_present,class_label,sample_id,source_file,confidence_lt_0_1_fraction,confidence_ge_0_5_fraction,zdr_saturation_fraction,ungated_phase_full_amplitude_fraction,gated_phase_amplitude_lt_0_1_fraction,gated_zdr_abs_mean_low_conf,ungated_zdr_abs_mean_low_conf,gated_rho_mean_low_conf,ungated_rho_mean_low_conf,confidence_mean,confidence_std,confidence_q01,confidence_q50,confidence_q99,confidence_min,confidence_max,zdr_scaled_mean,zdr_scaled_std,zdr_scaled_q01,zdr_scaled_q50,zdr_scaled_q99,zdr_scaled_min,zdr_scaled_max,rho_mean,rho_std,rho_q01,rho_q50,rho_q99,rho_min,rho_max,gated_zdr_mean,gated_zdr_std,gated_zdr_q01,gated_zdr_q50,gated_zdr_q99,gated_zdr_min,gated_zdr_max,gated_rho_mean,gated_rho_std,gated_rho_q01,gated_rho_q50,gated_rho_q99,gated_rho_min,gated_rho_max,gated_phase_amplitude_mean,gated_phase_amplitude_std,gated_phase_amplitude_q01,gated_phase_amplitude_q50,gated_phase_amplitude_q99,gated_phase_amplitude_min,gated_phase_amplitude_max
1,test,1,target,20260202_144238_beam1,20260202_144238,0.939453125,0.02375,0.0,1.0,0.947578125,0.0007299137068912387,0.09239909797906876,0.0022621494717895985,0.3353744447231293,0.03321258260947401,0.13921216351015417,0.0,7.802925416910966e-09,0.9999938631057739,0.0,1.0,-0.013412332809189124,0.13382977720793018,-0.46264024019241334,-0.0044675725512206554,0.27056464642286315,-0.6551963090896606,0.4718794822692871,0.3671306096958119,0.21579843866248566,0.03902762804180384,0.32944610714912415,0.999925565123558,0.0004573088081087917,0.9999999403953552,-0.002110632515218105,0.023380417348547768,-0.10328367576003074,-0.0,0.02429623605683446,-0.2787002623081207,0.2965839207172394,0.02828480205353299,0.13267683318333176,0.0,1.8789783062800325e-09,0.9502591961622239,0.0,0.9999999403953552,0.028284802061473702,0.1326768331485121,0.0,1.8789780842354276e-09,0.9502591371536255,0.0,0.9999998807907104
1,test,1,target,20260202_144238_beam2,20260202_144238,0.92421875,0.03328125,0.0,1.0,0.942578125,0.0009752492187544703,0.09534675627946854,0.002671451075002551,0.34905216097831726,0.0413712188536136,0.15357121052653713,0.0,6.29190566314719e-09,0.9999744492769241,0.0,1.0,-0.010342207723151801,0.143631860789335,-0.44034058541059495,-0.00576945673674345,0.3089611822366715,-0.678633987903595,0.8012253642082214,0.384300863341432,0.2241508657070222,0.042786210142076016,0.34285834431648254,0.9999356299638749,0.0026400736533105373,0.9999999403953552,-0.00203206582650278,0.035357390573800496,-0.062413077913224695,-0.0,0.0900350284576418,-0.4174366593360901,0.3665083944797516,0.03466036460029629,0.14504745106597292,0.0,2.1147816831046384e-09,0.9514139294624329,0.0,0.9999999403953552,0.0346603645935134,0.14504745096405366,0.0,2.1147819051492434e-09,0.9514139294624329,0.0,0.9999999403953552
1,test,1,target,20260202_144238_beam3,20260202_144238,0.924375,0.02671875,0.000625,1.0,0.941328125,0.0008078608079813421,0.09515775740146637,0.002416861243546009,0.34586796164512634,0.036801006823072434,0.14426546406224608,0.0,4.120185082001626e-09,0.9999843037128449,0.0,1.0,-0.0251538797420778,0.1658434130353216,-0.6712909841537475,-0.003668217337690294,0.27040345698595053,-1.0,0.442577600479126,0.38083945900298205,0.2198403688067266,0.03944355785846711,0.3431469798088074,0.9999359267950058,0.002942768158391118,1.0,-0.009271337020498493,0.06496519497534235,-0.37267259538173675,-0.0,0.017929898463189622,-1.0,0.06015278026461601,0.030678208449610694,0.13445717571408014,0.0,1.6073730124688268e-09,0.8992790466547013,0.0,1.0,0.030678208416311435,0.1344571754178845,0.0,1.6073731234911293e-09,0.8992791056632996,0.0,1.0
1,test,1,target,20260202_144238_beam4,20260202_144238,0.940625,0.023359375,0.0003125,1.0,0.95140625,0.0008915375219658017,0.09732626378536224,0.002646583830937743,0.3516591787338257,0.03320334035177783,0.1407796532265964,0.0,5.735952601781946e-09,0.999999468922615,0.0,1.0,-0.014669230160060068,0.15422777840303,-0.6611066508293152,0.0020508809247985482,0.27505701392889037,-1.0,0.4730087220668793,0.3820602018211321,0.21892871925386578,0.042688467688858506,0.3441101908683777,0.9999815291166305,0.003759196726605296,1.0,-0.007502972335749908,0.06326400360372346,-0.306855254471302,0.0,0.027255347296595574,-0.9859175682067871,0.044774916023015976,0.02829363538602376,0.13237479113611905,0.0,7.296246939958451e-10,0.891476413011551,0.0,1.0,0.028293635309549012,0.13237479054056264,0.0,7.296246939958451e-10,0.8914764720201493,0.0,1.0
1,test,1,target,20260202_144246_beam1,20260202_144246,0.949140625,0.022890625,0.0,1.0,0.953671875,0.0006775623187422752,0.09857714921236038,0.002479658229276538,0.341129332780838,0.031631425653711416,0.1375583668816933,0.0,7.050648509476787e-09,0.999999468922615,0.0,1.0,-0.0014656121743273332,0.13693493147991678,-0.42576923936605454,0.00986659899353981,0.3017014244198799,-0.6101737022399902,0.5008488297462463,0.3697087773013709,0.21689007782007483,0.03683259449899197,0.33484697341918945,0.9999219822883606,0.0006407190230675042,0.9999999403953552,-0.002549399205459092,0.028739114272255357,-0.15697257593274117,0.0,0.02280381351709366,-0.4332006573677063,0.336906760931015,0.02686808269539902,0.13061888393679655,0.0,3.4025908757229217e-09,0.9360847496986391,0.0,0.9999999403953552,0.026868082660284304,0.1306188836885333,0.0,3.4025908757229217e-09,0.9360848087072374,0.0,0.9999999403953552
1,test,1,target,20260202_144246_beam2,20260202_144246,0.9384375,0.024375,0.0,1.0,0.944765625,0.0010708445915952325,0.09947153180837631,0.002948155626654625,0.34714987874031067,0.034975846672967596,0.14186487973150108,0.0,1.5939753961191627e-09,0.9999985837936402,0.0,1.0,-0.019712780499030202,0.1481499765907542,-0.5706732559204102,-0.007326256949454546,0.2805663788318634,-0.8790608644485474,0.4947832524776459,0.3807444016431236,0.22499918205238767,0.04053993232548237,0.3405882567167282,0.9999399840831756,0.0016739069251343608,0.9999999403953552,-0.005966205855833509,0.038380730031997407,-0.24630413755774497,0.0,0.009836864015087496,-0.5730656981468201,0.28465208411216736,0.02975631052029205,0.13320676252952224,0.0,4.832296784940127e-10,0.911628499031067,0.0,0.9999999403953552,0.02975631052729166,0.13320676256211747,0.0,4.832296784940127e-10,0.9116285580396652,0.0,0.9999999403953552
1,test,1,target,20260202_144246_beam3,20260202_144246,0.935546875,0.026875,0.001328125,1.0,0.948984375,0.0008433507173322141,0.09939399361610413,0.002444768324494362,0.34635478258132935,0.03469411341890297,0.14346462503631555,0.0,1.1435337399223755e-10,0.9999996459484101,0.0,1.0,-0.026776907907933207,0.16714748279585281,-0.6131977546215057,-0.007931787520647049,0.2937970480322838,-1.0,0.5579577088356018,0.3775653263149252,0.21992533391837113,0.038504340313375,0.33996257185935974,0.9999411207437515,0.00018093199469149113,0.9999999403953552,-0.009155405041408642,0.06456563451104416,-0.3490691497921944,0.0,0.01189545693807305,-1.0,0.0605459026992321,0.02904393482693045,0.13305736306388052,0.0,1.4033456688378187e-11,0.8962111574411392,0.0,0.9999999403953552,0.02904393477031557,0.13305736265757515,0.0,1.4033456688378187e-11,0.8962111574411392,0.0,0.9999999403953552
1,test,1,target,20260202_144246_beam4,20260202_144246,0.947265625,0.023359375,0.0003125,1.0,0.95453125,0.0007960654911585152,0.09706054627895355,0.002084680600091815,0.34090134501457214,0.031737913976442156,0.14058716936025173,0.0,2.0135527023512623e-08,0.9999996459484101,0.0,1.0,-0.01630999305763943,0.15475962706237834,-0.6101155793666839,-0.0018971726531162858,0.30325634270906454,-1.0,0.48025941848754883,0.3693861870951787,0.2158013791384801,0.03852038256824017,0.33191388845443726,0.9999793171882629,0.0013381649041548371,0.9999999403953552,-0.007528655093099763,0.06125451269357784,-0.2948457410931587,0.0,0.02472204972058539,-0.9306080937385559,0.04042157530784607,0.02730236479136397,0.13289519729012775,0.0,6.387883999536825e-09,0.8917080706357972,0.0,0.9999999403953552,0.02730236479524179,0.1328951970896238,0.0,6.387883999536825e-09,0.8917081296443955,0.0,0.9999999403953552
1,test,1,target,20260202_144246_beam5,20260202_144246,0.95984375,0.023125,0.0,1.0,0.962421875,0.0005514848162420094,0.09399491548538208,0.0018989087548106909,0.34497764706611633,0.028463508397430958,0.13671250165815133,0.0,3.778247048558114e-08,0.9999954563379287,0.0,1.0,-0.009952329800822425,0.13652164926359722,-0.5276944559812545,-0.007107367040589452,0.2821686434745789,-0.7695828080177307,0.5388472080230713,0.36769546770021405,0.2064077031782464,0.043750117756426336,0.3378008306026459,0.9998272722959518,0.0017909572925418615,0.9999998211860657,-0.005602566587705347,0.04818597286333038,-0.18800239965319632,-0.0,0.00650942025706172,-0.7520908117294312,0.08000136911869049,0.024369708425923103,0.1292444782442047,0.0,8.005400786714745e-09,0.9108488333225251,0.0,0.9999998211860657,0.024369708349606802,0.1292444776166192,0.0,8.005400786714745e-09,0.9108488333225251,0.0,0.9999998211860657
1,test,1,target,20260202_144254_beam1,20260202_144254,0.9515625,0.024375,0.0,1.0,0.954921875,0.000628978421445936,0.09418985247612,0.0021353866904973984,0.34145328402519226,0.031496733912415274,0.1399820484433716,0.0,7.176382599283215e-09,0.9999998819828033,0.0,1.0,-0.006913099218461172,0.13476733311412165,-0.47955003678798663,0.00027262741059530526,0.30492728292942056,-0.7164286971092224,0.5429041385650635,0.36941841031024525,0.2155872120348253,0.042166023366153244,0.33245161175727844,0.9999192953109741,0.004415113013237715,0.9999998807907104,-0.00021971407237263526,0.025482604016993902,-0.05767540879547595,0.0,0.025294051617383958,-0.25448915362358093,0.4344809353351593,0.027202907379341622,0.13318321030986843,0.0,1.0231503422275523e-09,0.9555238729715357,0.0,0.9999998807907104,0.0272029072834294,0.13318320953125656,0.0,1.0231503422275523e-09,0.9555238729715357,0.0,0.9999998807907104
1,test,1,target,20260202_144254_beam2,20260202_144254,0.940546875,0.029375,0.000234375,1.0,0.950234375,0.0008350581047125161,0.10035686194896698,0.002414944814518094,0.3402753174304962,0.03656454364118657,0.14942816180082924,0.0,3.032093687238557e-08,0.9998709481954575,0.0,1.0,-0.013475144777793702,0.15083985266179445,-0.6334812831878662,-0.00710480404086411,0.30995446294546136,-1.0,0.5847536325454712,0.370460640595702,0.21524477163038194,0.04425182141363621,0.33214905858039856,0.9999392753839493,0.005143447779119015,0.9999998807907104,-0.0038634055567286995,0.03340611691457536,-0.12621178045868867,-0.0,0.011322248345240966,-0.41646963357925415,0.3737839460372925,0.0305248981194761,0.13931430748412416,0.0,8.119767080927431e-09,0.9260083901882172,0.0,0.9999998807907104,0.030524897982969996,0.13931430679617246,0.0,8.119767080927431e-09,0.9260083901882172,0.0,0.9999999403953552
1,test,1,target,20260202_144254_beam3,20260202_144254,0.940390625,0.028125,0.00078125,1.0,0.949296875,0.0008169666980393231,0.09495570510625839,0.0023559988476336002,0.34177789092063904,0.035482292133005126,0.14710606574241494,0.0,2.240524876739869e-09,0.9999503147602081,0.0,1.0,-0.02017543195184089,0.15165463717884883,-0.6450043433904648,-0.003849301836453378,0.26108178943395616,-1.0,0.41036733984947205,0.37286775784295967,0.21686879006614365,0.03899728760123253,0.334551677107811,0.9999256300926208,0.0025457616429775953,1.0,-0.006857743777636665,0.046788954037934906,-0.29277789205312726,0.0,0.00770800553727898,-0.6401167511940002,0.09631793946027756,0.030018454797773934,0.13823625260524378,0.0,1.5293749600076012e-09,0.9123837196826939,0.0,1.0,0.03001845471873061,0.1382362520142023,0.0,1.5293750710299037e-09,0.9123837792873387,0.0,0.9999999403953552
1,test,1,target,20260202_144254_beam4,20260202_144254,0.947265625,0.02375,0.0,1.0,0.9546875,0.0006460163276642561,0.09447603672742844,0.0019675814546644688,0.337650865316391,0.032092883379475204,0.14181847067482617,0.0,2.2742101535300208e-09,0.9999840086698533,0.0,1.0,-0.0075245411079716005,0.14192557060194158,-0.6062772732973098,0.0075035542249679565,0.2824589598178867,-0.8424397706985474,0.5047599077224731,0.36699468573984634,0.21483232463390217,0.03987438246607781,0.3308289647102356,0.9999821835756302,0.0038858349435031414,0.9999999403953552,-0.004877163701569651,0.039615241987501604,-0.25775609791278836,0.0,0.028960752785205844,-0.6516138911247253,0.07188601791858673,0.027972375981376682,0.1358322919105997,0.0,1.221991063893313e-09,0.9470902013778691,0.0,0.9999999403953552,0.02797237584288762,0.13583229093850935,0.0,1.221991063893313e-09,0.9470902013778691,0.0,0.9999999403953552
1,test,1,target,20260202_144302_beam1,20260202_144302,0.948984375,0.023515625,0.0,1.0,0.955546875,0.0007192754419520497,0.0943400114774704,0.002420386765152216,0.33847758173942566,0.031198638565896535,0.13678237336154836,0.0,9.49583611742355e-09,0.9999955153465271,0.0,1.0,-0.006390769638489146,0.1346807149595731,-0.4369692352414131,0.000891431700438261,0.2979138427972794,-0.6727102994918823,0.5953586101531982,0.36717352464609576,0.21589040425393874,0.03884609419852495,0.3314046710729599,0.9999282842874527,0.002071131719276309,0.9999999403953552,-0.0021956559825517005,0.027776040190317187,-0.16168910533189773,-0.0,0.025559217575937508,-0.4059029221534729,0.3003605306148529,0.02651289022717445,0.13030717281085258,0.0,2.322404712984394e-09,0.939696695804596,0.0,0.9999999403953552,0.02651289018981381,0.13030717258336832,0.0,2.322404712984394e-09,0.939696695804596,0.0,0.9999999403953552
1,test,1,target,20260202_144302_beam2,20260202_144302,0.942265625,0.022578125,0.0,1.0,0.949765625,0.0008679926977492869,0.09438151121139526,0.0028221935499459505,0.3469739258289337,0.033837451868612686,0.14122350361002417,0.0,4.750104753981077e-09,0.9999999409914017,0.0,1.0,-0.020218327998379734,0.1430184302636525,-0.5711081314086914,-0.011100856587290764,0.27951143443584453,-0.7837352752685547,0.504319429397583,0.37829471368523626,0.21879861493998234,0.04153690949082375,0.34194257855415344,0.9999545228481292,0.0015687484992668033,1.0,-0.005557699898976083,0.039709415981703494,-0.2579721677303314,0.0,0.016096212062984824,-0.6052289605140686,0.225206196308136,0.028952310922175,0.13348133613392427,0.0,1.6050885065510556e-09,0.9355923664569861,0.0,1.0,0.028952310932970203,0.13348133599847825,0.0,1.6050885065510556e-09,0.9355923658609396,0.0,1.0
1,test,1,target,20260202_144302_beam3,20260202_144302,0.94015625,0.0221875,0.0,1.0,0.950625,0.0006526910001412034,0.09359484165906906,0.0023492525797337294,0.35021403431892395,0.032753867909647315,0.13949415628321252,0.0,6.8865815272545206e-09,0.9999959874153137,0.0,1.0,-0.02504997474453866,0.14959101784615872,-0.6265407383441925,-0.009624867234379053,0.28170816689729716,-0.7591408491134644,0.5117505788803101,0.38219698534392593,0.22061902288018448,0.04142952881753445,0.3425295650959015,0.9999410539865494,0.0018871205393224955,0.9999999403953552,-0.006659512225844965,0.049549264994184106,-0.30205360174179074,-0.0,0.018387327417731324,-0.6901547312736511,0.13224686682224274,0.028599021939073203,0.13328239927233038,0.0,2.4539932308442758e-09,0.9163472199440007,0.0,0.9999999403953552,0.028599021920959592,0.13328239923205087,0.0,2.4539932308442758e-09,0.9163472199440007,0.0,0.9999999403953552
1,val,1,target,20260202_144425_beam1,20260202_144425,0.9565625,0.02375,0.0,1.0,0.96,0.0006000191788189113,0.09011229872703552,0.00230385665781796,0.340070515871048,0.029569452128958416,0.13714667739668407,0.0,2.23499233009683e-10,0.999972620010376,0.0,1.0,-0.005741327400129936,0.11849899267326991,-0.32603412806987764,-0.0016876548761501908,0.2757263338565828,-0.6063183546066284,0.4761642813682556,0.3654524097376452,0.21547847679156162,0.03808566048741341,0.3268997520208359,0.9999199509620667,0.002940557664260268,0.9999999403953552,-0.0005503218591524139,0.014202057684282622,-0.049589340724050995,0.0,0.024011174589395525,-0.20871131122112274,0.24023468792438507,0.025654990667760398,0.13222453150170954,0.0,1.2927757475633683e-10,0.9475659364461899,0.0,0.9999999403953552,0.02565499067686897,0.13222453151073818,0.0,1.2927757475633683e-10,0.9475659954547883,0.0,0.9999999403953552
1,val,1,target,20260202_144425_beam2,20260202_144425,0.94640625,0.02328125,0.0,1.0,0.953828125,0.0006508406368084252,0.09237651526927948,0.0021682961378246546,0.34919309616088867,0.03185128701136386,0.1403681970972984,0.0,7.819898506511436e-09,0.9999995869398117,0.0,1.0,-0.0187625573197883,0.1320757691607621,-0.43007655560970304,-0.0129878930747509,0.2807048511505128,-0.7401056885719299,0.49187907576560974,0.37749041708586445,0.2164306140716609,0.041447166949510575,0.3407561630010605,0.9999448639154435,0.003890892956405878,0.9999999403953552,-0.004667279091069706,0.031860436976927406,-0.12857070848345756,0.0,0.00696606751531363,-0.49336668848991394,0.19254359602928162,0.027086371394408722,0.13198609562866928,0.0,1.6284962267576475e-09,0.9336668676137926,0.0,0.9999999403953552,0.02708637139870003,0.13198609556567883,0.0,1.628496115735345e-09,0.9336668676137926,0.0,0.9999999403953552
1,val,1,target,20260202_144425_beam3,20260202_144425,0.946640625,0.022578125,0.0,1.0,0.9525,0.0007079115021042526,0.09785466641187668,0.002175523666664958,0.3431297540664673,0.031144131349563883,0.1383206631999655,0.0,1.6109328981883664e-08,0.999997108578682,0.0,1.0,-0.01651669640065137,0.14781530521429018,-0.5237971466779708,-0.003722099936567247,0.27974514335393924,-0.8456476330757141,0.5872802734375,0.37227510298253036,0.22055752146444763,0.04090514175593853,0.33360080420970917,0.9999432861804962,0.003995448350906372,1.0,-0.006420539330584753,0.051455411560974246,-0.1488551253080368,0.0,0.01178154004737735,-0.7547997832298279,0.041687335819005966,0.0271052184148048,0.13203233603130912,0.0,5.0847486221528015e-09,0.9388299560546878,0.0,1.0,0.02710521836117804,0.1320323358021848,0.0,5.0847486221528015e-09,0.9388299560546878,0.0,1.0
1,val,1,target,20260202_144425_beam4,20260202_144425,0.948046875,0.02296875,0.000234375,1.0,0.952734375,0.0005577453994192183,0.0956667885184288,0.0018079484580084682,0.3473808765411377,0.03006291349378178,0.13868957402794385,0.0,1.2212435507308328e-09,0.9999997049570084,0.0,1.0,-0.012015131352911084,0.14279496688368126,-0.4792749288678169,-0.0003646567929536104,0.2828349378705026,-1.0,0.5865235924720764,0.3769333854096476,0.21934625593258372,0.039370235688984394,0.3388325273990631,0.9999809271097183,0.0034392201341688633,0.9999999403953552,-0.006255554296316297,0.05984620014518431,-0.1187747798115015,0.0,0.025562327541410922,-0.980328381061554,0.0389380045235157,0.026425753535545785,0.13245993769644798,0.0,1.6423717941194127e-10,0.9342813509702682,0.0,0.9999999403953552,0.026425753345862387,0.13245993645508194,0.0,1.6423717941194127e-10,0.9342813509702682,0.0,0.9999999403953552
1,val,1,target,20260202_144425_beam5,20260202_144425,0.9625,0.02296875,0.00109375,1.0,0.965546875,0.0006432753871195018,0.09455811232328415,0.0019076105672866106,0.3443364202976227,0.027741049797361573,0.13631431329084492,0.0,4.0389704913934565e-09,0.9999662470817566,0.0,1.0,-0.011529024335820566,0.13603252349947173,-0.4094634711742401,-0.008821734227240086,0.28528631150722505,-1.0,0.5968759655952454,0.3654687558117803,0.20457650735160793,0.04354953039437533,0.33374427258968353,0.9997906374931336,0.005389061290770769,0.9999998807907104,-0.005609002480297565,0.056638074102106584,-0.06592149771749974,0.0,0.008330961186438808,-1.0,0.11779315024614334,0.023476140760108198,0.1279020171844312,0.0,1.0557161811419746e-09,0.8867238587141038,0.0,0.9999998807907104,0.023476140781215245,0.1279020172481275,0.0,1.0557161811419746e-09,0.8867237997055054,0.0,0.9999998807907104
