sample_id,source_file,beam_layer,azimuth_deg,distance_m,velocity_mps,mat_path,target_present,raw_score,pred_range_index,pred_velocity_index,true_range_index,true_velocity_index,localization_ok,roi_quality,polarimetric_confidence
20260204_100739_beam1_az001,20260204_100739,1,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam1_az001.mat,0,0.5260769,71,66,-1,-1,False,0.7735872,0.103866845
20260204_100739_beam1_az010,20260204_100739,1,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az010.mat,0,0.76408803,65,63,-1,-1,False,0.7386074,0.17771459
20260204_100739_beam1_az019,20260204_100739,1,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam1_az019.mat,0,0.66854703,57,63,-1,-1,False,0.7791924,0.075774245
20260204_100739_beam1_az028,20260204_100739,1,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam1_az028.mat,0,0.706018,49,62,-1,-1,False,0.75691426,0.21816193
20260204_100739_beam1_az037,20260204_100739,1,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az037.mat,0,0.6351878,61,61,-1,-1,False,0.6866426,0.18851443
20260204_100739_beam1_az046,20260204_100739,1,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az046.mat,0,0.72550845,69,62,-1,-1,False,0.7801095,0.09461739
20260204_100739_beam1_az055,20260204_100739,1,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az055.mat,0,0.5694958,34,60,-1,-1,False,0.72261775,0.40763882
20260204_100739_beam1_az064,20260204_100739,1,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam1_az064.mat,0,0.50287384,37,68,-1,-1,False,0.845113,0.21596074
20260204_100739_beam1_az073,20260204_100739,1,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az073.mat,0,0.7454255,73,62,-1,-1,False,0.76072013,0.2234088
20260204_100739_beam1_az082,20260204_100739,1,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az082.mat,0,0.62549675,52,61,-1,-1,False,0.7273716,0.1361561
20260204_100739_beam1_az091,20260204_100739,1,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az091.mat,0,0.65104276,45,63,-1,-1,False,0.83032227,0.23533577
20260204_100739_beam1_az100,20260204_100739,1,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam1_az100.mat,0,0.475211,60,66,-1,-1,False,0.6792671,0.28992993
20260204_100739_beam1_az109,20260204_100739,1,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az109.mat,0,0.53326076,39,69,-1,-1,False,0.8152923,0.34520593
20260204_100739_beam1_az118,20260204_100739,1,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az118.mat,0,0.6026114,40,62,-1,-1,False,0.7956691,0.33081433
20260204_100739_beam1_az127,20260204_100739,1,127.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az127.mat,0,0.46162373,32,68,-1,-1,False,0.7617574,0.1540672
20260204_100739_beam1_az136,20260204_100739,1,136.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam1_az136.mat,0,0.4270907,30,68,-1,-1,False,0.8540671,0.23406523
20260204_100739_beam1_az145,20260204_100739,1,145.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az145.mat,0,0.47887465,71,62,-1,-1,False,0.7346444,0.20083994
20260204_100739_beam1_az154,20260204_100739,1,154.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az154.mat,0,0.76513577,61,63,-1,-1,False,0.7539108,0.2554382
20260204_100739_beam1_az163,20260204_100739,1,163.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az163.mat,0,0.50754863,43,60,-1,-1,False,0.7409852,0.20154063
20260204_100739_beam1_az172,20260204_100739,1,172.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam1_az172.mat,0,0.76828164,43,63,-1,-1,False,0.7802564,0.4147785
20260204_100739_beam1_az181,20260204_100739,1,181.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az181.mat,0,0.58086956,54,67,-1,-1,False,0.732596,0.259588
20260204_100739_beam1_az190,20260204_100739,1,190.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam1_az190.mat,0,0.70687234,38,59,-1,-1,False,0.7648234,0.3766932
20260204_100739_beam1_az199,20260204_100739,1,199.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az199.mat,0,0.7221655,66,67,-1,-1,False,0.7726235,0.2082173
20260204_100739_beam1_az208,20260204_100739,1,208.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az208.mat,0,0.71142316,51,61,-1,-1,False,0.6483861,0.27893135
20260204_100739_beam1_az217,20260204_100739,1,217.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az217.mat,0,0.674983,62,61,-1,-1,False,0.72719073,0.21690014
20260204_100739_beam1_az226,20260204_100739,1,226.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az226.mat,0,0.76946133,57,67,-1,-1,False,0.72451115,0.29712668
20260204_100739_beam1_az235,20260204_100739,1,235.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az235.mat,0,0.6989606,41,61,-1,-1,False,0.7778142,0.10248093
20260204_100739_beam1_az244,20260204_100739,1,244.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az244.mat,0,0.92491853,39,44,-1,-1,False,0.7025934,0.2479842
20260204_100739_beam1_az253,20260204_100739,1,253.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az253.mat,0,0.6505004,40,60,-1,-1,False,0.69381326,0.36380422
20260204_100739_beam1_az262,20260204_100739,1,262.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az262.mat,0,0.60449725,59,61,-1,-1,False,0.65787923,0.23099095
20260204_100739_beam2_az001,20260204_100739,2,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az001.mat,0,0.5536149,71,66,-1,-1,False,0.77578527,0.08165534
20260204_100739_beam2_az010,20260204_100739,2,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az010.mat,0,0.6693158,56,67,-1,-1,False,0.7173605,0.24825773
20260204_100739_beam2_az019,20260204_100739,2,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam2_az019.mat,0,0.50368553,71,62,-1,-1,False,0.81573284,0.10579609
20260204_100739_beam2_az028,20260204_100739,2,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az028.mat,0,0.79156834,55,62,-1,-1,False,0.7411359,0.22478144
20260204_100739_beam2_az037,20260204_100739,2,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az037.mat,0,0.7031349,69,66,-1,-1,False,0.6967116,0.23366658
20260204_100739_beam2_az046,20260204_100739,2,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az046.mat,0,0.3067046,44,68,-1,-1,False,0.77258795,0.214161
20260204_100739_beam2_az055,20260204_100739,2,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az055.mat,0,0.5255359,61,66,-1,-1,False,0.7233087,0.40776217
20260204_100739_beam2_az064,20260204_100739,2,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az064.mat,0,0.41165498,40,68,-1,-1,False,0.8169459,0.120154776
20260204_100739_beam2_az073,20260204_100739,2,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az073.mat,0,0.71162695,73,65,-1,-1,False,0.7663963,0.16069956
20260204_100739_beam2_az082,20260204_100739,2,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az082.mat,0,0.6847121,50,67,-1,-1,False,0.6992169,0.18551707
20260204_100739_beam2_az091,20260204_100739,2,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az091.mat,0,0.60338795,58,64,-1,-1,False,0.8362384,0.09114299
20260204_100739_beam2_az100,20260204_100739,2,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az100.mat,0,0.5537395,77,61,-1,-1,False,0.66365236,0.37444034
20260204_100739_beam2_az109,20260204_100739,2,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az109.mat,0,0.3858241,38,68,-1,-1,False,0.83611614,0.36688438
20260204_100739_beam2_az118,20260204_100739,2,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az118.mat,0,0.49285606,58,68,-1,-1,False,0.726105,0.3542512
20260204_100739_beam2_az127,20260204_100739,2,127.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az127.mat,0,0.1883067,31,61,-1,-1,False,0.8039778,0.14830105
20260204_100739_beam2_az136,20260204_100739,2,136.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az136.mat,0,0.5759617,35,68,-1,-1,False,0.8057524,0.19394282
20260204_100739_beam2_az145,20260204_100739,2,145.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az145.mat,0,0.29519305,76,68,-1,-1,False,0.7694377,0.15562788
20260204_100739_beam2_az154,20260204_100739,2,154.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az154.mat,0,0.6445945,51,66,-1,-1,False,0.73954993,0.3169727
20260204_100739_beam2_az163,20260204_100739,2,163.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam2_az163.mat,0,0.8784028,44,65,-1,-1,False,0.73185515,0.27239275
20260204_100739_beam2_az172,20260204_100739,2,172.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az172.mat,0,0.68684757,61,63,-1,-1,False,0.73164284,0.17844194
20260204_100739_beam2_az181,20260204_100739,2,181.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az181.mat,0,0.37961674,43,68,-1,-1,False,0.7386738,0.27087408
20260204_100739_beam2_az190,20260204_100739,2,190.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam2_az190.mat,0,0.706323,67,66,-1,-1,False,0.7163799,0.2105901
20260204_100739_beam2_az199,20260204_100739,2,199.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az199.mat,0,0.61964494,42,62,-1,-1,False,0.79919714,0.49085712
20260204_100739_beam2_az208,20260204_100739,2,208.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az208.mat,0,0.5938266,50,66,-1,-1,False,0.63501745,0.32709244
20260204_100739_beam2_az217,20260204_100739,2,217.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az217.mat,0,0.5922291,65,60,-1,-1,False,0.7457113,0.20125869
20260204_100739_beam2_az226,20260204_100739,2,226.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam2_az226.mat,0,0.561895,72,68,-1,-1,False,0.6725399,0.19376397
20260204_100739_beam2_az235,20260204_100739,2,235.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam2_az235.mat,0,0.40085256,76,67,-1,-1,False,0.76966447,0.040477213
20260204_100739_beam2_az244,20260204_100739,2,244.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam2_az244.mat,0,0.8968425,39,43,-1,-1,False,0.690999,0.25489098
20260204_100739_beam2_az253,20260204_100739,2,253.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam2_az253.mat,0,0.87516373,63,64,-1,-1,False,0.6943129,0.37587246
20260204_100739_beam2_az262,20260204_100739,2,262.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam2_az262.mat,0,0.55829585,60,62,-1,-1,False,0.6632212,0.26777372
20260204_100739_beam3_az001,20260204_100739,3,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam3_az001.mat,0,0.45829135,72,66,-1,-1,False,0.79468304,0.0698418
20260204_100739_beam3_az010,20260204_100739,3,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az010.mat,0,0.9214182,52,63,-1,-1,False,0.71158856,0.24352875
20260204_100739_beam3_az019,20260204_100739,3,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam3_az019.mat,0,0.48009896,57,67,-1,-1,False,0.80840296,0.060827043
20260204_100739_beam3_az028,20260204_100739,3,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az028.mat,0,0.6915645,55,62,-1,-1,False,0.73525983,0.2497022
20260204_100739_beam3_az037,20260204_100739,3,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az037.mat,0,0.8091784,69,64,-1,-1,False,0.7209097,0.14471361
20260204_100739_beam3_az046,20260204_100739,3,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam3_az046.mat,0,0.7302747,72,62,-1,-1,False,0.7434126,0.15947446
20260204_100739_beam3_az055,20260204_100739,3,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az055.mat,0,0.72021234,69,61,-1,-1,False,0.77665824,0.20703916
20260204_100739_beam3_az064,20260204_100739,3,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam3_az064.mat,0,0.7648778,65,63,-1,-1,False,0.7723313,0.1274374
20260204_100739_beam3_az073,20260204_100739,3,73.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az073.mat,0,0.37734967,34,69,-1,-1,False,0.7778194,0.2318727
20260204_100739_beam3_az082,20260204_100739,3,82.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam3_az082.mat,0,0.47269553,50,61,-1,-1,False,0.6812616,0.25027496
20260204_100739_beam3_az091,20260204_100739,3,91.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam3_az091.mat,0,0.3947807,75,61,-1,-1,False,0.81001705,0.070026666
20260204_100739_beam3_az100,20260204_100739,3,100.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam3_az100.mat,0,0.3606518,73,61,-1,-1,False,0.62275064,0.2708663
20260204_100739_beam3_az109,20260204_100739,3,109.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam3_az109.mat,0,0.56189364,49,68,-1,-1,False,0.80407786,0.20638096
20260204_100739_beam3_az118,20260204_100739,3,118.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam3_az118.mat,0,0.50741667,39,60,-1,-1,False,0.7193609,0.39050147
