sample_id,source_file,beam_layer,azimuth_deg,distance_m,velocity_mps,mat_path,target_present,raw_score,pred_range_index,pred_velocity_index,true_range_index,true_velocity_index,localization_ok,roi_quality,polarimetric_confidence
20260204_100739_beam1_az001,20260204_100739,1,1.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam1_az001.mat,0,0.38938248,42,68,-1,-1,False,0.8069582,0.32729948
20260204_100739_beam1_az010,20260204_100739,1,10.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az010.mat,0,0.5553603,35,60,-1,-1,False,0.77627033,0.40654975
20260204_100739_beam1_az019,20260204_100739,1,19.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam1_az019.mat,0,0.45108822,58,65,-1,-1,False,0.78260374,0.07559236
20260204_100739_beam1_az028,20260204_100739,1,28.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/Background_IQ/IQ_Data/20260204_100739_beam1_az028.mat,0,0.6793163,36,60,-1,-1,False,0.78384113,0.38945538
20260204_100739_beam1_az037,20260204_100739,1,37.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az037.mat,0,0.65554273,62,60,-1,-1,False,0.68458897,0.1643148
20260204_100739_beam1_az046,20260204_100739,1,46.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az046.mat,0,0.76945823,32,60,-1,-1,False,0.80775243,0.3582653
20260204_100739_beam1_az055,20260204_100739,1,55.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/Background_IQ/IQ_Data/20260204_100739_beam1_az055.mat,0,0.50672853,39,67,-1,-1,False,0.7385756,0.4509857
20260204_100739_beam1_az064,20260204_100739,1,64.0,,,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/val/Background_IQ/IQ_Data/20260204_100739_beam1_az064.mat,0,0.5631316,31,60,-1,-1,False,0.84415156,0.28982857
20260202_144238_beam1,20260202_144238,1,312.35,2040.0,-2.19,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144238_beam1.mat,1,0.9936227,67,76,67,76,True,0.7422607,0.23712595
20260202_144238_beam2,20260202_144238,2,311.35,2040.0,-2.19,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144238_beam2.mat,1,0.99083436,68,76,67,76,True,0.72726995,0.3516392
20260202_144238_beam3,20260202_144238,3,312.35,2040.0,-2.19,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144238_beam3.mat,1,0.99609107,66,77,67,76,True,0.736487,0.32235873
20260202_144238_beam4,20260202_144238,4,312.35,2040.0,-2.19,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/train/UAV_IQ/IQ_Data/20260202_144238_beam4.mat,1,0.995388,68,76,67,76,True,0.7384741,0.26050615
20260202_144246_beam1,20260202_144246,1,312.22,2040.0,-1.83,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144246_beam1.mat,1,0.9532502,68,73,67,74,True,0.7306716,0.20034027
20260202_144246_beam2,20260202_144246,2,312.22,2040.0,-1.83,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144246_beam2.mat,1,0.98060983,68,74,67,74,True,0.73136246,0.2878917
20260202_144246_beam3,20260202_144246,3,311.23,2010.0,-1.83,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144246_beam3.mat,1,0.9827985,65,72,66,74,True,0.73216414,0.3302328
20260202_144246_beam4,20260202_144246,4,311.23,2010.0,-1.83,/home/tobeornot8259748/projects/balloon_radar_project/data/raw/detection_dataset/test/UAV_IQ/IQ_Data/20260202_144246_beam4.mat,1,0.98766786,65,73,66,74,True,0.7289886,0.2626701
